UIN,INCIDENT_MONTH,INCIDENT_YEAR,VICTIM_INJURY,STATE,LOCATION,LATITUDE,LONGITUDE,SITE_CATEGORY,SITE_CATEGORY_COMMENT,SHARK_COMMON_NAME,SHARK_SCIENTIFIC_NAME,SHARK_IDENTIFICATION_METHOD,SHARK_IDENTIFICATION_SOURCE,SHARK_LENGTH_M,BASIS_FOR_LENGTH,PROVOKED_UNPROVOKED,PROVOCATIVE_ACT,NO_SHARKS,VICTIM_ACTIVITY,FISH_SPEARED,COMMERCIAL_DIVE_ACTIVITY,OBJECT_OF_BITE,PRESENT_AT_TIME_OF_BITE,DIRECTION_FIRST_STRIKE,SHARK_BEHAVIOUR,VICTIM_AWARE_OF_SHARK,SHARK_CAPTURED,INJURY_LOCATION,INJURY_SEVERITY,VICTIM_GENDER,VICTIM_AGE,VICTIM_CLOTHING,CLOTHING_COVERAGE,DOMINANT_CLOTHING_COLOUR,OTHER_CLOTHING_COLOUR,CLOTHING_PATTERN,FIN_COLOUR,DIVERSIONARY_ACTION_TAKEN,DIVERSIONARY_ACTION_OUTCOME,PEOPLE_LESS_THAN_3M,PEOPLE_3_TO_15M,TIME_OF_INCIDENT,DEPTH_OF_INCIDENT_M,TEETH_RECOVERED,TIME_IN_WATER_MIN,WATER_TEMPERATURE_C,TOTAL_WATER_DEPTH_M,WATER_VISIBILITY_M,DISTANCE_TO_SHORE_M,TIDAL_CYCLE,WIND_CONDITION,WEATHER_CONDITION,AIR_TEMPERATURE_C,PERSONAL_PROTECTIVE_DEVICE,DETERRENT_BRAND_TYPE,DATA_SOURCE,REFERENCE,
73,January,1880,Injured,QLD,"brisbane river, ipswich",-27.51666667,152.9,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit leg,,,leg,minor lacerations,Male,22,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,queensland times 13.1.1880,
74,November,1880,Fatal,QLD,"brisbane river, kangaroo point",-27.46666667,153.0333333,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,swimming,,bit victim on leg,N,,leg,major lacerations,Male,15,,,,,,,,,,,1700,,,,,,,3,,,,,,,witness account,"personal comm, the maitland mercury 11.12.1880",
75,January,1881,Uninjured,NSW,"lake macquarie, pelican flat",-31.06666667,152.6333333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location",,3.5,,unprovoked,,1,swimming,,,,,,swam towards victims,,,other: uninjured,,Female,,,,,,,,moved onto beach,,,,,,,,,,,,,,,,,,media outlet,smh 20.1.1881,
76,January,1881,Injured,QLD,"hervey bay, wide bay",-25.25,152.85,coastal,,Tiger Shark,Galeocerdo cuvier ,direct observation,witness/victim,,,unprovoked,,1,,,,,bait and/or berley,,bit victim on leg,,,foot,major lacerations,Female,16,,,,,,,hit at shark,,,,,1,,,,,,,,,,,,,media outlet,the queenslander 13.12.1919,
77,August,1881,Injured,QLD,great barrier reef (unknown location),-20,148.8,ocean/pelagic,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,spearfishing,,,,spearfishing,,bit leg,,,leg,minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,western champion 26.8.1881,
78,November,1881,Fatal,NSW,"rushcutters bay, sydney harbour",-33.86666667,151.2333333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim,,,other: body not recovered,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 15.11.1881,
79,December,1881,Injured,QLD,"kolan river, bunbagerg",-24.83333333,152.1166667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit  victim on arm,,,arm,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,morning herald 6.12.1881,
80,January,1882,Injured,WA,broome (area),-17.98333333,122.2333333,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,south australian register 3.3.1883,
81,April,1882,Fatal,NSW,lake macquarie heads,-33.08333333,151.65,estuary/harbour,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,,,,,,,bit victim on torso,,,torso,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,smh 18.4.1882,
82,May,1882,Injured,NSW,"miller's point, sydney harbour",-33.85,151.2,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,boating,behind,bit victim on leg,,,calf,minor lacerations,Male,,,,,,,,,,,,,0,,1,,,,,,,,,,,media outlet,the argus 16.5.1882,
83,May,1882,Fatal,WA,broome area (nintey mile beach),-15.88333333,122,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,snorkelling,,Y,,fishing,,bit victim on torso,,,torso,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the west australian 12.5.1882,
84,December,1882,Fatal,WA,broome (area),-17.98333333,122.2333333,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,snorkelling,,Y,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,south australian register 3.3.1883,
85,January,1883,Fatal,NSW,"iron cove bay, sydney",-33.85,151.15,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on body,,,torso,major lacerations,Male,37,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,smh 24.1.1883,
86,December,1883,Fatal,NSW,"parramatta river, sydney",-33.86666667,151.2,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on body,,,torso,major lacerations,Male,21,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,smh 21.12.1883,
87,December,1883,Uninjured,NSW,"store beach, quarantine, manly",-33.8,151.2833333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,2.8,,provoked,,1,swimming,,,,other: swimming with horse,,swam towards victim & horse ,Y,,other: uninjured,,Male,,,,,,,,moved onto beach,,,,,1,,,,,,,,,,,,,media outlet,smh 24.12.1883,
88,January,1884,Fatal,SA,port pirie,-33.18333333,137.9833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,2,swimming,,,,,,sharks pulled victim underwater,,,other: body not recovered,,Female,16,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,"shark&survl, sa register 9.3.1885, the advertiser 23.1.1936",
89,October,1885,Uninjured,NSW,parramatta river,-33.81666667,151.05,river,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit dress,,,other: uninjured,,Female,,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,evening news 5.10.1885,
90,November,1885,Injured,WA,bunbury,-33.31666667,115.6333333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,,,calf,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,west australian 3.12.1885,
91,January,1886,Uninjured,QLD,maryborough harbour,-25.53333333,152.7,estuary/harbour,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,boating,,,,,other: uninjured,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 27.1.1886,
92,April,1886,Injured,QLD,"fitzroy river, rotheway bay",-23.38333333,150.6333333,river,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on wrist,,,"arm, hand",minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 4.5.1886,
93,February,1887,Uninjured,NSW,"manly wharf, sydney",-33.8,151.2833333,estuary/harbour,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location",,,,unprovoked,,,unmotorised boating,,,,,,circled sunken boat,,,other: uninjured,,Male,,,,,,,,,,,,1700,,,1,,,,400,,windy,,,,,media outlet,smh 24.2.1887,
94,December,1887,Fatal,NSW,"ryde, sydney harbour",-33.81666667,151.0833333,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,4,witness/victim,unprovoked,,1,swimming,,,,other: swimming with dog,other: side,bit victim on body,,,"torso, leg, pelvic region",major lacerations,Male,25,,,,,,,,,,,1130,,,,,,,,High ,,,,,,media outlet,"green & whitley, smh 5.12.1887",
96,December,1888,Fatal,NSW,"iron cove bridge, sydney",-33.85,151.15,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,swimming,,bit victim on torso,,,torso,major lacerations,Male,11,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,"green, smh 10.12.1888",
97,July,1889,Fatal,VIC,port phillip bay heads,-38.33333333,144.6166667,ocean/pelagic,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim,,,other: body not recovered,,Male,,,,,,,,,,,,,0,,1,,,,,,,,,,,media outlet,brisbane courier 9.7.1889,
98,January,1890,Injured,TAS,"derwent, bridgewater",-42.73333333,147.2333333,river,,Broadnose Sevengill Shark,Notorynchus cepedianus,"bite analysis, shark behaviour, geographical location",,3,witness/victim,unprovoked,,1,swimming,,,,,,bit victim on leg,N,,thigh,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,"whitely, chris black researcher",
99,April,1891,Uninjured,NSW,tathra wharf,-36.71666667,149.9833333,coastal,,Wobbegong,Orectolobidae,"shark behaviour, geographical location",,,,provoked,victim intentionally hurt shark,1,diving,,Y,,other: metal helmet,,bit lead shoe,,,other: uninjured,,Male,,wetsuit/drysuit,full body,,,,,,,,,,,,,,,,,,,,,,,media outlet,richmond river herald 1.5.1891,
100,June,1891,Injured,VIC,point danger of torquay,-38.33333333,144.3166667,coastal,,Wobbegong,Orectolobidae,"shark behaviour, geographical location",,2.1,witness/victim,provoked,physical contact,1,snorkelling,,Y,,,,swam towards diver,Y,Y,arm,minor lacerations,Male,,,,,,,,grabbed shark around gills,,,,,,,,,,,,,,,,,,media outlet,barnsdale advertiser 20.6.1891,
101,January,1892,Fatal,QLD,"torres strait, badu island",-10.11666667,142.1333333,river,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location",,,,provoked,victim intentionally hurt shark,1,diving,,Y,,,,bit victim on torso,Y,,torso,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,book,"baldridge, shark&survl, whitley, aust woman's weekly 4.11.1944",
102,March,1892,Injured,QLD,"rockhampton, fitzroy river",-23.36666667,150.5,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,below,bit victim on leg,,,calf,other: teeth marks,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 1.4.1892,
103,November,1892,Injured,QLD,"moreton bay, wellington point",-27.45,153.2166667,coastal,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,behind,bit victim on leg,,,leg,other: teeth marks,Female,,,,,,,,,,,,,1,,,,1.5,,,,,,,,,media outlet,brisbane courier 9.11.1892,
104,December,1892,Injured,QLD,brisbane river,-27.43333333,153.0833333,island open ocean,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,grazed leg,,,leg,abrasion,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,camperdown cronical 6.2.1894,
105,January,1893,Uninjured,WA,geraldton,-28.76666667,114.6,coastal,,Wobbegong,Orectolobidae,"shark behaviour, geographical location",,,,provoked,enticed shark,1,fishing,,,,"bait and/or berley, fishing",,bit trouser leg,,,other: uninjured,,Male,,,,,,,,,,,,,1,,,,1,,,,,,,,,media outlet,commercial news 7.1.1893,
106,January,1893,Fatal,QLD,claremont isles national park,-13.93333333,143.7333333,ocean/pelagic,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,,,,other: body not recovered,,Male,,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,morning bulletin 25.2.1893,
107,April,1893,Injured,QLD,"torres strait, cap island",-9.816666667,142.7,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,swimming,,bit victim on leg,,,leg,minor lacerations,Male,,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,the brisbane courier 2.6.1893,
108,November,1894,Injured,NSW,newcastle beach,-32.91666667,151.7833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,2,other: media report,unprovoked,,1,swimming,,,,swimming,,bit victim on arm,N,,arm,major lacerations,Male,,,,,,,,hit shark on nose,,,,740,2,,,,2,,25,,,,,,,media outlet,miners advocate 1894.,
109,January,1895,Uninjured,QLD,brisbane river,-27.46666667,153,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,unmotorised boating,,,Vessel,,,bit scull in 2 pieces,,,other: uninjured,,Male,25,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,smh 21.3.1930,
110,February,1895,Fatal,NSW,"leichhardt, sydney harbour",-33.93333333,151.25,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,3.5,,unprovoked,,1,swimming,,,,,,bit victim on leg ,N,,leg,major lacerations,Male,16,,,,,,,,,,,1600,0,,,,,,,,,,,,,media outlet,"green, shark&survl, brisbane courier 28.2.1895",
111,March,1895,Injured,QLD,"burnett river, sharon",-24.9,152.2333333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit foot,,,foot,major lacerations,Male,13,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,queensland times 21.3.1895,
112,June,1895,Fatal,WA,barrow island,-20.78333333,115.5333333,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,4,diving,,Y,,,,bit victim multiple times,,,other: body not recovered,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the mercury 15.6.1895,
113,November,1895,Fatal,NSW,"jervis bay, cape st george lighthouse",-35.13333333,150.75,coastal,,Whaler Shark,Carcharhinidae,shark behaviour,,,,provoked,,3,swimming,,,,fishing,,bit victim on legs,Y,,other: body not recovered,,Male,,,,,,,,,,,,,,,1,,,,,,,,,,,media outlet,the brisbane courier 18.11.1895,
114,December,1895,Uninjured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location",,,,provoked,,1,diving,,Y,,,,bite to shoulder - dry suit,,,other: uninjured,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,northern territory & gazette 17.1.1896,
115,December,1895,Fatal,NSW,"iron cove bridge, sydney",-33.85,151.15,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,4,witness/victim,unprovoked,,1,swimming,,,,,below,bit victim on body,,,torso,major lacerations,Male,14,,,,,,,,,,,,0,,,,2,,20,,,,,,,media outlet,smh 9.12.1895,
116,January,1896,Fatal,NSW,"pyrmont baths, sydney",-33.86666667,151.1833333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on body,,,torso,major lacerations,Male,11,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,the west australian 14.1.1896,
117,November,1896,Fatal,WA,esperance,-33.85,121.8833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on legs,,,leg,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,kalgoorlie western argus 5.11.1896,
118,January,1897,Injured,NSW,"macleay river, kempsey",-31.06666667,152.8333333,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,1.8,witness/victim,unprovoked,,1,swimming,,,,,,bit thigh,,,thigh,minor lacerations,Male,12,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,northern star 13.1.1897,
119,December,1897,Injured,QLD,"torres strait, mabuiag island ",-9.95,142.1833333,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,,,,torso,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,newcastle morning herald 29.12.1897,
120,September,1898,Injured,NSW,"port stephens, nelson's bay",-32.71666667,152.1166667,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,provoked,enticed shark,1,fishing,,,,catch,,bit foot,,,foot,minor lacerations,Male,,,,,,,,,,,,,1,,,,,,,,,,,,,media outlet,evening news 27.12.1898,
121,December,1898,Injured,QLD,"moreton bay, wellington point",-27.46666667,153.2166667,coastal,,Whaler Shark,Carcharhinidae,"bite analysis, shark behaviour, geographical location",,1.2,witness/victim,provoked,enticed shark,1,fishing,,Y,,"catch, fishing, baitfish",,bit thigh,Y,Y,thigh,minor lacerations,Male,,,,,,,,,,,,,1,,1,,1,,,,,,,,,media outlet,evening news 27.12.1898,
122,February,1899,Injured,NSW,"sugar loaf bay, sydney harbour",-33.78333333,151.2166667,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit thigh,,,thigh,minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,albury banner & wodonga express 10.2.1899,
123,December,1899,Injured,QLD,"moreton bay, tingalpa creek, near wynnum",-27.55,153.1833333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit leg,,,leg,minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 21.12.1899,
124,January,1900,Injured,NSW,"iron cove bridge, sydney",-33.85,151.15,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,,,thigh,major lacerations,Male,,,,,,,,,,,,1200,1,,,,,,,,,,,,,media outlet,smh 29.1.1900,
125,January,1900,Injured,NT,melville island,-11.6,130.95,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,bit arm,,,arm,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,northern standard 31.3.1933,
126,September,1900,Injured,QLD,townsville harbour,-19.25,146.8166667,estuary/harbour,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on leg,,,calf,major lacerations,Male,,,,,,,,,,,,2100,,,,,,,,,,,,,,media outlet,brisbane courier 17.9.1900,
127,November,1900,Fatal,QLD,torres strait (unknown location),-10.55,142.3833333,island open ocean,,,,,,,,provoked,,,snorkelling,,Y,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,brisbane courier 14.9.1901,
128,December,1900,Fatal,NSW,"middle harbour, folly point, sydney harbour",-33.78333333,151.2333333,estuary/harbour,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,swimming,,bit victim on leg,N,,leg,major lacerations,Male,21,,,,,,,,,,1,,,,,,,,,,,,,,,media outlet,smh 29.12.1900,
129,January,1901,Injured,NT,melville island,-11.6,130.95,coastal,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,,swimming,,,,,,bit victim on leg,,,leg,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,northern standard 31.3.1933,
130,January,1901,Fatal,QLD,"brisbane river, rowing club",-27.46666667,153,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,other animal in area,"swimming, other sealife (dolphins)",,bit victim on leg,,,thigh,major lacerations,Male,13,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the west australian 23.1.1901,
131,February,1901,Injured,QLD,barron river mouth,-16.85,145.75,river,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,swimming,,,,,,bit head,,,head,minor lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,north queensland register 4.2.1901,
132,April,1901,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,bit victim on stomach,,,"torso, shoulder",major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the advertiser 25.9.1901,
133,April,1901,Injured,QLD,"thursday island, torre strait",-10.56666667,142.2166667,island open ocean,,Tiger Shark,Galeocerdo cuvier ,"bite analysis, shark behaviour, geographical location",,,,provoked,,,snorkelling,,Y,,,,bit victim on shoulder,,,torso,major lacerations,Male,,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,the advertiser 25.9.1901,
134,December,1901,Injured,QLD,"brisbane river, south brisbane cemetery",-27.46666667,153,estuary/harbour,,Bull Shark,Carcharhinus leucas,,other: report,2,,unprovoked,,1,swimming,,,,swimming,,bit victim on torso,,,"torso, leg, pelvic region",major lacerations,Male,,,,,,,,hit shark with hands & feet,,,,1335,0,,,,,,,,,,,,,media outlet,brisbane courier 1.12.1901,
135,January,1902,Injured,QLD,"brisbane river, highgate hill",-27.48333333,153,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,swimming,,,,,,bit victim on legs,,,leg,major lacerations,Male,16,,,,,,,,,,,1200,,,,,,,15,,,,,,,media outlet,the brisbane courier 20.1.1902,
136,January,1902,Injured,QLD,"moreton bay, wynnum south",-27.43333333,153.1666667,coastal,,Whaler Shark,Carcharhinidae,"bite analysis, shark behaviour, geographical location",,,,provoked,,1,swimming,,,other animal in area,other: swimming with horse,,grazed victim with fin,Y,,torso,abrasion,Male,,,,,,,,,,,,,3,,,,3,,900,,,,,,,media outlet,the brisbane courier 7.1.1902,
137,January,1903,Fatal,NSW,"lane cove river, sydney",-33.81666667,151.15,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location",,3,witness/victim,unprovoked,,1,swimming,,,,snorkelling,"left, below",bit victim on leg,N,,leg,major lacerations,Male,20,,,,,,,punched and kicked shark,,,2,1700,,,10,,,,,,,,,,,media outlet,sydney morning herald 12.1.1903,
